user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_recall,context_precision
Sebutkan gejala-gejala yang menandakan gangguan kesehatan jiwa pada ibu hamil.,"['Kesehatan Mental - Ibu Hamil\n                Kategori: kesehatan_mental\n                Sub: mental_ibu_hamil\n                Isi: rlebihan dan sulit untuk menenangkan diri disertai gejala fisik seperti gejala\notonom berlebihan, ketegangan motorik, mudah lelah, dan mengalami gangguan\ntidur yang dialami hampir setiap hari.', 'Kesehatan Mental - Depresi\n                Kategori: kesehatan_mental\n                Sub: mental_depresi\n                Isi: Ibu hamil tidak dapat tidur, dapat\nmengalami halusinasi suara, dan atau mempunyai keyakinan yang tidak sesuai\ndengan kenyataan dan tidak dapat dikoreksi (waham).\nFaktor risiko gangguan kesehatan jiwa pada ibu hamil merupakan pengaruh dari\nfaktor biologis, psikologis dan sosial antara lain: (1) riway', 'Kesehatan Mental - Depresi\n                Kategori: kesehatan_mental\n                Sub: mental_depresi\n                Isi: i\ngejolak emosi, seperti mudah sedih, mudah\nmarah, stres, cemas, dan depresi. Hal ini akan\nmempengaruhi kesehatan fisik dan emosi ibu\nhamil, serta perkembangan bayi dalam\nkandungannya.\nKenali gejala gangguan kesehatan jiwa agar Ibu\nmendapat perawatan yang tepat, antara lain\n- Ketegangan mental, beru']","Berdasarkan informasi sumber di atas, gejala-gejala yang menandakan gangguan kesehatan jiwa pada ibu hamil meliputi:

**Gejala Fisik dan Perilaku:**
*   Relebihan dan sulit untuk menenangkan diri.
*   Gejala otonom berlebihan.
*   Ketegangan motorik.
*   Mudah lelah.
*   Mengalami gangguan tidur yang dialami hampir setiap hari (tidak dapat tidur).

**Gejala Kognitif dan Emosional:**
*   Igejolak emosi, seperti mudah sedih, mudah marah, stres, cemas, dan depresi.
*   Ketegangan mental.
*   Dapat mengalami halusinasi suara.
*   Mempunyai keyakinan yang tidak sesuai dengan kenyataan dan tidak dapat dikoreksi (waham).","Ketegangan mental, berupa kecemasan dan rasa khawatir yang berlebihan. Ketegangan fisik seperti gelisah, gemetar, tidak dapat rileks, ketegangan otot, dan sakit kepala. Berdebar, berkeringat, sesak napas, kepala terasa ringan, serta keluhan tidak nyaman di perut bagian atas sekitar ulu hati. Merasa lelah berkepanjangan, tapi sulit untuk tidur. Mudah tersinggung dan marah. Mengalami perubahan hubungan dengan suami.",1.0,0.7897178581762571,0.8333333333333334,0.0
Apa yang harus dilakukan untuk menjaga kesehatan jiwa Ibu selama kehamilan?,"['Kehamilan - Umum\n                Kategori: kehamilan\n                Sub: kehamilan_umum\n                Isi: riksaan\nmasalah kesehatan jiwa.\n- Suami atau keluarga mendampingi, serta\nmemberi perhatian dan bantuan yang\ndibutuhkan Ibu.\nKesehatan jiwa yang baik selama kehamilan\nadalah kunci untuk proses melahirkan yang\nsehat, dan awal yang baik bagi kesehatan fisik\nmaupun mental ibu dan bayi.', 'Kehamilan - Pemeriksaan\n                Kategori: kehamilan\n                Sub: kehamilan_pemeriksaan\n                Isi: Ibu tidak bisa menjalani kehamilan sendiri dan\nmembutuhkan dukungan suami dan keluarga.\nJaga kesehatan jiwa Ibu selama\nkehamilan dengan\n- Tidur cukup\n- Makan makanan bergizi\n- Pergi ke Puskesmas atau fasilitas pelayanan\nkesehatan untuk melakukan pemeriksaan\nmasalah kesehatan jiwa.\n- Suami atau kelua', 'Kesehatan Mental - Ibu Hamil\n                Kategori: kesehatan_mental\n                Sub: mental_ibu_hamil\n                Isi: YANG HARUS DILAKUKAN\n- Keloia stres dengan baik, misalnya\ndengan melakukan relaksasi.\n- Cari bantuan tenaga kesehatan di\nPuskesmas, jika stres sudah\nmengganggu kehidupan sehari-hari.\nOrang tua yang terjaga kesehatan mentalnya\nmampu membentuk keluarga yang tangguh dan\nanak yang sehat.']","Untuk menjaga kesehatan jiwa Ibu selama kehamilan, hal-hal yang perlu dilakukan adalah:

1. **Dapatkan Dukungan:** Suami atau keluarga harus mendampingi dan memberikan perhatian serta bantuan yang dibutuhkan Ibu.
2. **Jaga Kesehatan Fisik dan Mental:** Lakukan hal-hal berikut untuk menjaga kesehatan jiwa Ibu:
    * Tidur cukup.
    * Makan makanan bergizi.
3. **Cari Pemeriksaan dan Bantuan:** Pergi ke Puskesmas atau fasilitas pelayanan kesehatan untuk melakukan pemeriksaan masalah kesehatan jiwa, terutama jika stres sudah mengganggu kehidupan sehari-hari.
4. **Kelola Stres:** Kelola stres dengan baik, misalnya dengan melakukan relaksasi.

Kesehatan jiwa yang baik selama kehamilan adalah kunci untuk proses melahirkan yang sehat, dan awal yang baik bagi kesehatan fisik maupun mental ibu dan bayi. Orang tua yang terjaga kesehatan mentalnya mampu membentuk keluarga yang tangguh dan anak yang sehat.","Tidur cukup. Makan makanan bergizi. Pergi ke Puskesmas atau fasilitas pelayanan kesehatan untuk melakukan pemeriksaan masalah kesehatan jiwa. Suami atau keluarga mendampingi, serta memberi perhatian dan bantuan yang dibutuhkan Ibu.",1.0,0.882555654856705,1.0,0.5833333333041666
Apa manfaat yang bisa didapatkan ibu dengan mengikuti kelas ibu hamil?,"['Kehamilan - Umum\n                Kategori: kehamilan\n                Sub: kehamilan_umum\n                Isi: SASARAN KELAS IBU HAMIL\nPeserta Kelas Ibu Hamil :\nPeserta kelas ibu hamil sebaiknya ibu hamil pada umur kehamilan 4 s/d 36 minggu,\nkarena pada umur kehamilan ini kondisi ibu sudah kuat, tidak takut terjadi\nkeguguran, efektif untuk melakukan senam hamil.\nJumlah peserta kelas ibu hamil maksimal sebany', 'Kehamilan - Umum\n                Kategori: kehamilan\n                Sub: kehamilan_umum\n                Isi: i dan\ntukar pengalaman antara ibu-ibu hamil dan petugas kesehatan. Kegiatan kelompok\nbelajar ini diberi nama KELAS IBU HAMIL.\nKelas Ibu Hamil adalah kelompok belajar ibu-ibu hamil dengan umur kehamilan\nantara 4 minggu s/d 36 minggu (menjelang persalinan) dengan jumlah peserta\nmaksimal 10 orang. Di k', 'Kehamilan - Umum\n                Kategori: kehamilan\n                Sub: kehamilan_umum\n                Isi: HALAMAN 6]\nPedoman Pelaksanaan Kelas Ibu Hamil\n2\nBeberapa keuntungan Kelas Ibu Hamil adalah:\nx Materi diberikan secara menyeluruh dan terencana sesuai dengan pedoman\nkelas ibu hamil yang memuat mengenai kehamilan, perawatan kehamilan,']","Manfaat yang bisa didapatkan ibu dengan mengikuti kelas ibu hamil adalah:

1. **Tukar pengalaman:** Ibu dapat bertukar pengalaman antara ibu-ibu hamil dan petugas kesehatan.
2. **Materi yang menyeluruh dan terencana:** Materi diberikan secara menyeluruh dan terencana sesuai dengan pedoman kelas ibu hamil yang memuat mengenai kehamilan dan perawatan kehamilan.","Dengan mengikuti kelas ibu hamil, ibu bisa mempersiapkan tubuh dan mental untuk kelancaran proses melahirkan. Selain itu juga mendapatkan dukungan dari ibu-ibu lain, serta memperoleh informasi tentang kehamilan, proses melahirkan, perawatan masa nifas, perawatan bayi baru lahir, kebutuhan dan pemenuhan gizi serta pelayanan kesehatan yang diterima.",1.0,0.8440580724333626,1.0,0.9999999999666667
Apa saja yang harus dilakukan ibu hamil pada usia kehamilan 4-6 bulan (Trimester 2)?,"['Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: ening faktor risiko kehamilan, 1 kali pada\ntrimester 2, dan 3 kali pada trimester 3, salah\nsatunya oleh dokter dengan USG untuk screening\nfaktor risiko persalinan pada minggu ke 32-36 seperti\ntercantum dalam Buku KIA Tahun 2020.\n2.\nSelama hamil, makanlah 3 kali makanan utama\nditambah dengan 1-2 kali', 'Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: erupakan mineral yang paling\nbanyak\nkandungannya\ndidalam\ntubuh,\n99%\nberada di dalam tulang, sisanya didalam darah\ndan cairan interstitial sel. Kalsium sangat penting\nuntuk pertumbuhan/ perkembangan janin, oleh\nkarenanya kebutuhan Kalsium ibu meningkat\nselama kehamilan. Sejak kehamilan usia 20\nminggu', 'Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: an dan perkembangan\njanin, meningkatkan risiko perdarahan saat\npersalinan, kelahiran prematur dan berat bayi\nlahir rendah, hingga kematian. Sedangkan bila\nibu hamil mengalami kekurangan asam folat\npada usia 0-8 minggu pertama kehamilannya,\nmaka dapat meningkatkan risiko lain pada\njaninnya seperti ke']","Berdasarkan informasi sumber yang tersedia, berikut adalah hal-hal yang dapat dilakukan ibu hamil pada usia kehamilan Trimester 2 (4-6 bulan):

1. **Asupan Makanan:** Ibu hamil disarankan untuk makan 3 kali makanan utama ditambah dengan 1-2 kali makanan tambahan selama masa kehamilan.
2. **Kebutuhan Nutrisi (Kalsium):** Kalsium sangat penting untuk pertumbuhan dan perkembangan janin, sehingga kebutuhan Kalsium ibu meningkat selama kehamilan.
3. **Pencegahan Risiko:** Ibu hamil perlu memperhatikan faktor risiko persalinan. Salah satunya adalah screening faktor risiko persalinan yang dapat dilakukan oleh dokter dengan USG pada minggu ke 32-36 (sesuai Buku KIA Tahun 2020).

*(Catatan: Informasi sumber juga menyebutkan pentingnya asam folat pada usia 0-8 minggu pertama kehamilan untuk mencegah risiko pada janin, namun fokus utama informasi yang relevan untuk Trimester 2 adalah nutrisi dan screening.)*","Periksa kehamilan ke dokter atau bidan paling sedikit dua kali. Pantau gerak bayi. Makan dengan porsi lebih kecil tapi sering, yang terbagi dalam 3 kali makanan utama ditambah dengan 1-2 kali makanan kudapan dalam sehari (lihat tabel porsi makan dan minum Ibu Hamil di bawah). Minum Tablet Tambah Darah (TTD)/Multivitamin setiap hari selama kehamilan. Kenali dan cek tanda bahaya (lihat halaman 17). Jika mengalami tanda bahaya, segera pergi ke fasilitas pelayanan kesehatan. Mulai merencanakan proses melahirkan atau kelahiran melalui diskusi dengan tenaga kesehatan.",0.8571428571428571,0.8702595201605091,0.0,0.0
Sebutkan tanda bahaya pada Trimester 2 yang mengharuskan ibu hamil segera dibawa periksa ke Puskesmas/Rumah Sakit.,"['Kehamilan - Trimester 1\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_1\n                Isi: t.\nTRIMESTER 1\nTRIMESTER 2\n10\n11\nCek kondisi mingguan Ibu dan beri tanda () centang jika mengalami kondisi dalam di bawah ini,\nsegera periksa ke Puskesmas/Rumah Sakit.', 'Kehamilan - Trimester 3\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_3\n                Isi: tanda bahaya pada masa kehamilan, segera bawa\nibu hamil periksa ke Puskesmas/Rumah Sakit.\nPusing/sakit kepala berat.\nPerdarahan hebat.\nNyeri perut hebat di antara kontraksi.\nKetuban pecah namun tidak ada kontraksi.\nGerakan bayi tidak ada/kurang dari 10 kali dalam 12 jam.\n21\nMasa yang dinanti-nanti t', 'Kehamilan - Trimester 1\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_1\n                Isi: Pusing/sakit\nkepala berat\nSulit tidur/\ncemas berlebih\nLembar Pemantauan Ibu Hamil(Diisi oleh ibu)\nBeri tanda () centang setiap periksa ke dokter dan cek kondisi mingguan Ibu. Jika mengalami kondisi di\nbawah ini, segera periksa ke Puskesmas/Rumah Sakit.\nTRIMESTER 1\nTRIMESTER 2\n10\n11\nCek kondisi mingg']","Berdasarkan informasi sumber yang diberikan, daftar tanda bahaya pada masa kehamilan secara spesifik untuk **Trimester 2** tidak tercantum.

Informasi sumber hanya mencantumkan tanda bahaya pada **Trimester 3**, yaitu:
*   Pusing/sakit kepala berat.
*   Perdarahan hebat.
*   Nyeri perut hebat di antara kontraksi.
*   Ketuban pecah namun tidak ada kontraksi.
*   Gerakan bayi tidak ada/kurang dari 10 kali dalam 12 jam.",Demam Tinggi. Muntah darah. Napas pendek dan jantung berdebar kencang. Nyeri perut hebat. Pandangan kabur. Perdarahan. Perdarahan atau keluar cairan dari jalan lahir yang sangat banyak atau berbau. Pusing/sakit kepala berat. Sakit saat kencing atau keluar keputihan atau gatal di daerah kemaluan.,1.0,0.5709909285943533,0.2222222222222222,0.9999999999
Apa dampak gejolak emosi yang dialami ibu selama kehamilan terhadap ibu dan bayi?,"['Kesehatan Mental - Depresi\n                Kategori: kesehatan_mental\n                Sub: mental_depresi\n                Isi: i\ngejolak emosi, seperti mudah sedih, mudah\nmarah, stres, cemas, dan depresi. Hal ini akan\nmempengaruhi kesehatan fisik dan emosi ibu\nhamil, serta perkembangan bayi dalam\nkandungannya.\nKenali gejala gangguan kesehatan jiwa agar Ibu\nmendapat perawatan yang tepat, antara lain\n- Ketegangan mental, beru', 'Persalinan - Proses\n                Kategori: persalinan\n                Sub: persalinan_proses\n                Isi: menjalankan peran ini\ndengan baik, terutama bagi ibu baru.\n3.\nMengelola Perubahan Emosional\nFluktuasi\nhormon\nsetelah\npersalinan,\nterutama\npenurunan hormon estrogen dan progesteron, sering\nmemengaruhi\nsuasana\nhati.\nHal\nini\ndapat\nmenyebabkan ibu merasa sedih, mudah marah, atau\ncemas dalam beberapa mi', 'Kesehatan Mental - Ibu Hamil\n                Kategori: kesehatan_mental\n                Sub: mental_ibu_hamil\n                Isi: kesakitan, kecacatan dan kematian,\nanak dan balita juga memiliki risiko terpisah dari\norang tua.\nReaksi bayi dan anak berumur 1-2 tahun sangat\ndipengaruhi oleh suasana kejiwaan orangtuanya\ndalam menghadapi bencana. Bila orang tua panik\ndan cemas, maka anak- anak tersebut akan\ngelisah, rewel dan mud']","Berdasarkan informasi sumber yang diberikan, dampak gejolak emosi yang dialami ibu selama kehamilan terhadap ibu dan bayi adalah sebagai berikut:

1. **Terhadap Ibu Hamil:** Gejolak emosi seperti mudah sedih, mudah marah, stres, cemas, dan depresi akan memengaruhi kesehatan fisik dan emosi ibu hamil.
2. **Terhadap Bayi dalam Kandungan:** Gejolak emosi tersebut juga akan memengaruhi perkembangan bayi dalam kandungan.
3. **Terhadap Anak (Reaksi Bayi):** Reaksi bayi dan anak berumur 1-2 tahun sangat dipengaruhi oleh suasana kejiwaan orangtuanya. Bila orang tua panik dan cemas, maka anak-anak tersebut akan gelisah, rewel, dan mudah [terpengaruh].","Selama kehamilan Ibu dapat mengalami berbagai gejolak emosi, seperti mudah sedih, mudah marah, stres, cemas, dan depresi. Hal ini akan mempengaruhi kesehatan fisik dan emosi ibu hamil, serta perkembangan bayi dalam kandungannya.",1.0,0.9576088799220285,1.0,0.99999999995
Mengapa kesehatan jiwa yang baik selama kehamilan itu penting?,"['Kehamilan - Umum\n                Kategori: kehamilan\n                Sub: kehamilan_umum\n                Isi: riksaan\nmasalah kesehatan jiwa.\n- Suami atau keluarga mendampingi, serta\nmemberi perhatian dan bantuan yang\ndibutuhkan Ibu.\nKesehatan jiwa yang baik selama kehamilan\nadalah kunci untuk proses melahirkan yang\nsehat, dan awal yang baik bagi kesehatan fisik\nmaupun mental ibu dan bayi.', 'Kehamilan - Pemeriksaan\n                Kategori: kehamilan\n                Sub: kehamilan_pemeriksaan\n                Isi: kesehatan jiwa pada ibu hamil saat\npemeriksaan kehamilan melalui wawancara klinis. Jangan lupa menanyakan faktor\nrisiko gangguan kesehatan jiwa, riwayat masalah kesehatan jiwa yang pernah\ndialami dan penggunaan NAPZA. Pemeriksaan kesehatan jiwa pada ibu hamil\nminimal dilakukan pada trimester pertama', 'Kehamilan - Pemeriksaan\n                Kategori: kehamilan\n                Sub: kehamilan_pemeriksaan\n                Isi: Ibu tidak bisa menjalani kehamilan sendiri dan\nmembutuhkan dukungan suami dan keluarga.\nJaga kesehatan jiwa Ibu selama\nkehamilan dengan\n- Tidur cukup\n- Makan makanan bergizi\n- Pergi ke Puskesmas atau fasilitas pelayanan\nkesehatan untuk melakukan pemeriksaan\nmasalah kesehatan jiwa.\n- Suami atau kelua']","Berdasarkan informasi sumber yang tersedia, kesehatan jiwa yang baik selama kehamilan itu penting karena:

Kesehatan jiwa yang baik selama kehamilan adalah **kunci untuk proses melahirkan yang sehat**, dan merupakan **awal yang baik bagi kesehatan fisik maupun mental ibu dan bayi**.","Kesehatan jiwa yang baik selama kehamilan adalah kunci untuk proses melahirkan yang sehat, dan awal yang baik bagi kesehatan fisik maupun mental ibu dan bayi.",1.0,0.9999999999999996,1.0,0.9999999999666667
"Berapa kali suami dianjurkan mengikuti Kelas Ibu Hamil, dan kepada siapa jadwal serta tempat pelaksanaannya bisa ditanyakan?","['Kehamilan - Trimester 1\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_1\n                Isi: serta pelayanan kesehatan yang diterima.\nUntuk jadwal dan tempat pelaksanaan Kelas ibu\nhamil tanyakan pada petugas kesehatan, dan\nminta suami mengikuti paling sedikit 1 kali.\nTanyakan pada petugas kesehatan jadwal dan tempat pelaksanaan Kelas Ibu Hamil.\nKEHAMILAN - TRIMESTER 1\n[HALAMAN 10]\nPorsi Mak', 'Kehamilan - Umum\n                Kategori: kehamilan\n                Sub: kehamilan_umum\n                Isi: SASARAN KELAS IBU HAMIL\nPeserta Kelas Ibu Hamil :\nPeserta kelas ibu hamil sebaiknya ibu hamil pada umur kehamilan 4 s/d 36 minggu,\nkarena pada umur kehamilan ini kondisi ibu sudah kuat, tidak takut terjadi\nkeguguran, efektif untuk melakukan senam hamil.\nJumlah peserta kelas ibu hamil maksimal sebany', 'Persalinan - Proses\n                Kategori: persalinan\n                Sub: persalinan_proses\n                Isi: il.\nJumlah peserta kelas ibu hamil maksimal sebanyak 10 orang setiap kelas.\nSuami/keluarga ikut serta minimal 1 kali pertemuan sehingga dapat mengikuti\nberbagai materi yang penting, misalnya materi tentang persiapan persalinan atau\nmateri yang lainnya.']","Berdasarkan informasi sumber yang Anda berikan, berikut adalah jawabannya:

1. **Berapa kali suami dianjurkan mengikuti Kelas Ibu Hamil?**
   Suami/keluarga dianjurkan untuk ikut serta **minimal 1 kali pertemuan**.

2. **Kepada siapa jadwal serta tempat pelaksanaannya bisa ditanyakan?**
   Jadwal dan tempat pelaksanaan Kelas Ibu Hamil dapat ditanyakan kepada **petugas kesehatan**.","Untuk jadwal dan tempat pelaksanaan Kelas ibu hamil tanyakan pada petugas kesehatan, dan minta suami mengikuti paling sedikit 1 kali.",1.0,0.9996701994524078,1.0,0.8333333332916666
"Apa yang dialami ibu pada usia kehamilan 4-6 bulan (Trimester 2), termasuk kenaikan berat badan dan gerak bayi?","['Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: YANG AKAN DIALAMI IBU\n- Gejala yang dirasakan pada awal kehamilan\nmulai berkurang.\n- Kenaikan berat badan sesuai dengan status\ngizi ibu sebelum hamil, yaitu sekitar 4 – 8 kg.\n- Mulai merasakan gerak bayi, seperti\nmenendang, pada usia kehamilan 5 bulan.\nYANG AKAN DIALAMI BAYI\nFungsi organ dan tubuh b', 'Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: n.\nYANG AKAN DIALAMI BAYI\nFungsi organ dan tubuh bayi berkembang,\ndimana bayi akan tumbuh mulai dari panjang\n12.5 cm atau kira-kira sebesar apel sampai 34 cm\ndan berat sekitar 1000 gram, atau kira-kira\nsebesar jagung di akhir bulan ke 6.', 'Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: an dan perkembangan\njanin, meningkatkan risiko perdarahan saat\npersalinan, kelahiran prematur dan berat bayi\nlahir rendah, hingga kematian. Sedangkan bila\nibu hamil mengalami kekurangan asam folat\npada usia 0-8 minggu pertama kehamilannya,\nmaka dapat meningkatkan risiko lain pada\njaninnya seperti ke']","Berdasarkan informasi sumber yang diberikan mengenai Kehamilan - Trimester 2, berikut adalah hal-hal yang dialami ibu pada periode tersebut:

1. **Kenaikan Berat Badan:** Kenaikan berat badan sesuai dengan status gizi ibu sebelum hamil, yaitu sekitar 4 – 8 kg.
2. **Gerak Bayi:** Ibu mulai merasakan gerak bayi, seperti menendang, pada usia kehamilan 5 bulan.","Gejala yang dirasakan pada awal kehamilan mulai berkurang. Kenaikan berat badan sesuai dengan status gizi ibu sebelum hamil, yaitu sekitar 4 – 8 kg. Mulai merasakan gerak bayi, seperti menendang, pada usia kehamilan 5 bulan.",1.0,0.7872825289049807,1.0,0.99999999995
"Bagaimana perkembangan bayi pada usia kehamilan Trimester 2, dari segi panjang dan berat badan?","['Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: n.\nYANG AKAN DIALAMI BAYI\nFungsi organ dan tubuh bayi berkembang,\ndimana bayi akan tumbuh mulai dari panjang\n12.5 cm atau kira-kira sebesar apel sampai 34 cm\ndan berat sekitar 1000 gram, atau kira-kira\nsebesar jagung di akhir bulan ke 6.', 'Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: YANG AKAN DIALAMI IBU\n- Gejala yang dirasakan pada awal kehamilan\nmulai berkurang.\n- Kenaikan berat badan sesuai dengan status\ngizi ibu sebelum hamil, yaitu sekitar 4 – 8 kg.\n- Mulai merasakan gerak bayi, seperti\nmenendang, pada usia kehamilan 5 bulan.\nYANG AKAN DIALAMI BAYI\nFungsi organ dan tubuh b', 'Kehamilan - Trimester 2\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_2\n                Isi: apatkan perhatian terkait dengan asupan selama\nkehamilan. Peningkatan LiLA tidak sepeka peningkatan\nberat badan dalam menggambarkan perbaikan status gizi\nIbu Hamil, yaitu hanya sekitar berkurang atau bertambah\nsebesar 1 cm selama kehamilan, sehingga perubahan LiLA\ntidak dapat menjadi cara pengukuran']","Berdasarkan informasi sumber yang tersedia, perkembangan bayi pada kehamilan Trimester 2 adalah sebagai berikut:

*   **Panjang:** Bayi akan tumbuh mulai dari panjang 12.5 cm atau kira-kira sebesar apel sampai 34 cm.
*   **Berat Badan:** Berat bayi sekitar 1000 gram, atau kira-kira sebesar jagung di akhir bulan ke-6.","Fungsi organ dan tubuh bayi berkembang, dimana bayi akan tumbuh mulai dari panjang 12.5 cm atau kira-kira sebesar apel sampai 34 cm dan berat sekitar 1000 gram, atau kira-kira sebesar jagung di akhir bulan ke 6.",1.0,0.8811611331897754,1.0,0.9999999999
Kapan sebaiknya persiapan melahirkan mulai dilakukan?,"['Persalinan - Tanda Bahaya\n                Kategori: persalinan\n                Sub: persalinan_tanda_bahaya\n                Isi: eluarga sudah memiliki\nperencanaan proses melahirkan/kelahiran sejak\njauh hari.\nSaatnya Mulai Merencanakan Kelahiran\nBulan ke-4\nsebesar apel\nBulan ke-6\nsebesar jagung\n16\n16\n17', 'Kehamilan - Umum\n                Kategori: kehamilan\n                Sub: kehamilan_umum\n                Isi: □ Saya sudah menanyakan kepada bidan dan\ndokter tanggal perkiraan proses melahirkan,\nTanggal ....... Bulan ................... Tahun ..........\n□ Saya sudah meminta suami atau keluarga\nuntuk mendampingi saat periksa kehamilan\ndan proses melahirkan.\n□ Saya sudah mempersiapkan tabungan atau\ndana cadan', 'Kehamilan - Pemeriksaan\n                Kategori: kehamilan\n                Sub: kehamilan_pemeriksaan\n                Isi: P4K dan sudah ditempelkan di\ndepan rumah.\n□ Saya sudah merencanakan ikut Keluarga\nBerencana (KB) setelah bersalin. Metode\nKB yang saya pilih adalah .….…….…….…….…\n(lihat halaman 33).\nDemi kelancaran proses melahirkan, persiapan harus dilakukan jauh-jauh hari, yaitu mulai trimester kedua.\nBeri tanda (']","Berdasarkan informasi sumber di atas, persiapan untuk melahirkan harus dilakukan **mulai trimester kedua**.","Demi kelancaran proses melahirkan, persiapan harus dilakukan jauh-jauh hari, yaitu mulai trimester kedua.",1.0,0.7996724346908332,1.0,0.3333333333
Apa yang harus dilakukan ibu hamil pada usia kehamilan 7-9 bulan (Trimester 3)?,"['Kehamilan - Trimester 3\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_3\n                Isi: Pada kehamilan trimester 3, ibu hamil harus diperiksa dokter minimal sekali\n(kunjungan antenatal ke-5 dan usia kehamilan 32-36 minggu). Tujuan\npemeriksaan ini adalah untuk mendeteksi adanya faktor risiko pada\npersalinan dan perencanaan persalinan. Pemeriksaan yang dilakukan oleh\ndokter tetap mengiku', 'Kehamilan - Trimester 3\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_3\n                Isi: YANG HARUS DILAKUKAN\n- Periksa kehamilan paling sedikit tiga kali dan\nsalah satunya harus oleh dokter, termasuk\npemeriksaan USG dan laboratorium.\n- Makan dengan porsi lebih kecil tapi sering,\nyang terbagi dalam 3 kali makanan utama\nditambah dengan 1-2 kali makanan kudapan\ndalam sehari (lihat halaman', 'Kehamilan - Trimester 1\n                Kategori: kehamilan\n                Sub: kehamilan_trimester_1\n                Isi: Tidak Boleh Dilakukan Ibu Selama Kehamilan\nTidur telentang lebih dari 10 menit pada\ntrimester 2 & 3, untuk menghindari\nkekurangan oksigen pada bayi.\nMerokok atau terpapar asap rokok.\nMinum obat tanpa resep dokter.\nStres berlebihan.\nMinum minuman beralkohol\ndan jamu.\nAktivitas berat yang membuat\nibu']","Berdasarkan informasi sumber yang tersedia mengenai kehamilan trimester 3, berikut adalah hal-hal yang harus dilakukan ibu hamil:

**Pemeriksaan dan Tindakan:**

*   Ibu hamil harus diperiksa dokter minimal sekali (termasuk kunjungan antenatal ke-5 dan usia kehamilan 32-36 minggu).
*   Tujuan pemeriksaan ini adalah untuk mendeteksi adanya faktor risiko pada persalinan dan perencanaan persalinan. Pemeriksaan yang dilakukan oleh dokter tetap mengiku.
*   Ibu hamil harus melakukan pemeriksaan kehamilan paling sedikit tiga kali, dan salah satunya harus dilakukan oleh dokter, termasuk pemeriksaan USG dan laboratorium.

**Gaya Hidup dan Pola Makan:**

*   Makan dengan porsi lebih kecil tapi sering, yang terbagi dalam 3 kali makanan utama ditambah dengan 1-2 kali makanan kudapan dalam sehari.","Periksa kehamilan paling sedikit tiga kali dan salah satunya harus oleh dokter, termasuk pemeriksaan USG dan laboratorium. Makan dengan porsi lebih kecil tapi sering, yang terbagi dalam 3 kali makanan utama ditambah dengan 1-2 kali makanan kudapan dalam sehari (lihat halaman 16) sama dengan trimester 2. Minum Tablet Tambah Darah (TTD)/Multivitamin setiap hari selama kehamilan. Kenali dan cek tanda bahaya (lihat halaman 20). Jika mengalami tanda bahaya, segera pergi ke fasilitas pelayanan kesehatan. Kenali tanda awal melahirkan dan tanda bahaya pada melahirkan. Pelajari proses melahirkan. Diskusikan dengan tenaga kesehatan metode KB yang akan dipilih. Pelajari pentingnya Inisiasi Menyusu Dini (IMD) dan pemberian Air Susu Ibu (ASI). Ketahui hal-hal penting terkait perawatan bayi baru lahir.",1.0,0.7508341640246609,0.1,0.0
